hh_id,province,district,urban_rural,hh_size,n_children,n_working_age,n_elderly,monthly_income,monthly_expenditure,has_electricity,has_improved_water,has_improved_sanitation,owns_radio,owns_tv,owns_mobile,owns_refrigerator,owns_vehicle,dwelling_type,survey_weight,province_code,province_name,capital,population,character,hh_size_category
DHHS2025-00518,EST,Outlier Coastal,Urban,3,2,1,0,12546,10912,False,True,True,True,False,True,False,False,Informal,1.16,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00519,CTR,Numerica Peri-Urban,Rural,5,2,3,0,45790,38037,True,False,True,True,True,False,False,True,Detached house,0.87,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00520,EST,Percentile District,Urban,2,1,1,0,40187,39532,True,False,True,False,False,True,False,False,Detached house,1.11,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Small
DHHS2025-00521,WST,Error Margin,Rural,2,1,1,0,20791,17365,True,False,True,False,True,False,False,False,Single room,2.45,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Small
DHHS2025-00522,EST,Outlier Coastal,Urban,5,3,2,0,53517,51654,True,False,True,True,True,False,False,False,Flat/Apartment,1.31,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00523,EST,Skewness District,Urban,4,0,4,0,23961,20936,True,True,True,True,False,False,False,False,Detached house,1.27,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00524,STH,Distribution District,Rural,5,2,2,1,28282,19681,True,False,False,True,False,True,False,False,Traditional hut,1.26,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00525,CTR,Variance District,Urban,11,1,10,0,37154,33061,False,True,False,True,False,True,True,False,Informal,0.64,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00526,LKS,Interval District,Rural,5,1,4,0,23150,18645,True,True,True,True,True,False,False,True,Detached house,1.59,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00527,LKS,Estimate District,Rural,4,2,2,0,13179,11967,False,True,False,True,False,False,False,False,Detached house,1.41,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00528,LKS,Interval District,Rural,5,1,4,0,11448,8055,False,True,False,True,True,True,False,False,Single room,1.47,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00529,CTR,Numerica Urban,Urban,2,0,2,0,55055,44918,True,True,True,True,True,True,False,False,Detached house,0.55,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Small
DHHS2025-00530,LKS,Interval District,Urban,5,1,4,0,81923,58481,True,True,True,True,False,True,False,False,Informal,1.07,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00531,STH,Distribution District,Rural,10,1,9,0,49348,44480,True,True,True,True,False,True,True,False,Detached house,1.25,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00532,EST,Percentile District,Rural,6,2,4,0,37964,33759,True,True,False,True,True,True,False,False,Detached house,1.74,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00533,LKS,Parameter District,Rural,1,0,1,0,14060,11412,False,False,False,True,False,True,False,True,Detached house,1.54,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Small
DHHS2025-00534,EST,Outlier Coastal,Urban,7,4,3,0,39229,34450,True,False,True,True,False,True,False,False,Flat/Apartment,1.25,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00535,CTR,Numerica Urban,Urban,2,1,1,0,128884,95912,True,True,True,False,True,True,False,False,Informal,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Small
DHHS2025-00536,CTR,Numerica Urban,Urban,6,1,5,0,50572,51436,True,True,True,True,False,True,True,True,Detached house,0.57,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00537,WST,Deviation District,Rural,3,2,1,0,18158,14698,True,True,False,True,False,True,False,False,Single room,2.32,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00538,NTH,Regression Valley,Urban,3,2,1,0,101975,96396,True,True,True,True,True,True,False,False,Informal,1.6,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00539,STH,Frequency Plains,Urban,6,0,6,0,92445,73131,True,True,True,True,True,True,True,True,Single room,0.76,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00540,STH,Mode District,Urban,6,2,4,0,155384,133729,True,True,True,False,True,True,True,False,Flat/Apartment,0.75,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00541,STH,Frequency Plains,Rural,1,0,1,0,18503,18873,False,True,True,True,False,True,False,False,Detached house,1.32,STH,Southern Province,Median City,3800000,"Industrial, urban",Small
DHHS2025-00542,LKS,Estimate District,Rural,7,0,7,0,44346,41537,True,False,False,True,False,True,False,False,Traditional hut,1.65,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00543,STH,Frequency Plains,Rural,4,2,2,0,61194,53724,False,True,True,False,True,True,False,False,Traditional hut,1.2,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00544,NTH,Sigma District,Urban,7,3,4,0,28605,25201,True,True,False,True,False,True,False,False,Single room,1.53,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00545,CTR,Range District,Urban,7,1,6,0,60696,51378,True,True,True,False,True,True,True,False,Flat/Apartment,0.61,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00546,CTR,Numerica Peri-Urban,Urban,8,2,6,0,46305,36651,True,True,True,True,False,True,False,False,Detached house,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00547,LKS,Estimate District,Rural,4,2,2,0,58347,57037,True,False,True,False,False,True,True,True,Detached house,1.57,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00548,STH,Mode District,Rural,3,2,1,0,111184,91412,True,True,True,False,True,True,True,True,Detached house,1.13,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00549,WST,Error Margin,Rural,3,2,1,0,23012,20286,True,True,True,True,True,False,False,False,Detached house,2.64,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00550,CTR,Variance District,Urban,3,2,1,0,44777,39528,True,True,True,True,True,False,False,False,Single room,0.59,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00551,NTH,Polaris District,Rural,6,0,6,0,80138,68651,True,True,True,False,True,True,True,True,Semi-detached,2.06,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00552,CTR,Numerica Peri-Urban,Urban,7,3,4,0,63388,60473,True,True,True,False,True,True,True,False,Semi-detached,0.62,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00553,EST,Percentile District,Urban,4,3,1,0,54116,44194,True,True,True,True,True,False,False,False,Flat/Apartment,1.27,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00554,STH,Mode District,Urban,9,1,8,0,46529,38038,True,True,False,True,False,True,True,False,Informal,0.87,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00555,STH,Distribution District,Rural,2,0,2,0,24226,20802,True,False,False,False,False,True,False,False,Traditional hut,1.25,STH,Southern Province,Median City,3800000,"Industrial, urban",Small
DHHS2025-00556,STH,Distribution District,Urban,2,1,1,0,13162,12241,True,True,True,False,False,False,False,True,Semi-detached,0.83,STH,Southern Province,Median City,3800000,"Industrial, urban",Small
DHHS2025-00557,EST,Percentile District,Rural,3,1,1,1,100417,84009,True,True,True,False,True,True,True,False,Detached house,1.92,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00558,CTR,Numerica Peri-Urban,Rural,4,1,3,0,41229,29901,True,True,True,False,False,False,False,False,Detached house,0.92,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00559,EST,Outlier Coastal,Urban,3,0,2,1,24011,17876,False,False,False,False,True,False,False,False,Informal,1.2,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00560,EST,Outlier Coastal,Urban,8,1,7,0,39156,33873,True,True,True,True,False,True,False,False,Single room,1.27,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00561,CTR,Range District,Urban,3,0,3,0,101977,86915,True,True,True,True,True,True,True,True,Flat/Apartment,0.56,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00562,STH,Mode District,Urban,9,2,7,0,111400,82663,True,True,True,False,True,True,False,False,Flat/Apartment,0.78,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00563,STH,Mode District,Urban,6,3,2,1,47916,36610,True,True,True,True,False,True,False,False,Informal,0.77,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00564,NTH,Sigma District,Rural,5,3,2,0,22985,19641,True,True,True,True,False,False,False,False,Traditional hut,2.41,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00565,STH,Mode District,Rural,6,1,5,0,28727,19701,True,True,False,True,False,True,False,False,Semi-detached,1.13,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00566,LKS,Interval District,Rural,5,1,4,0,16144,15900,False,False,False,True,False,True,False,False,Traditional hut,1.49,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00567,LKS,Port Sample District,Urban,5,1,4,0,106469,95793,True,True,True,True,True,True,True,False,Informal,1.01,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00568,EST,Skewness District,Urban,2,1,1,0,37151,28450,True,False,False,True,True,False,False,False,Detached house,1.19,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Small
DHHS2025-00569,STH,Median Urban,Urban,9,2,7,0,18787,16274,True,False,True,True,False,True,False,False,Informal,0.88,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00570,CTR,Variance District,Urban,10,1,9,0,65019,51700,True,False,True,True,True,True,False,False,Detached house,0.53,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00571,STH,Mode District,Urban,6,3,3,0,63085,53422,True,True,True,False,True,True,False,False,Single room,0.75,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00572,STH,Mode District,Urban,8,2,6,0,86913,80446,True,True,True,False,False,True,False,False,Single room,0.77,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00573,WST,Confidence District,Rural,10,2,8,0,8340,8050,True,True,False,False,True,False,False,False,Detached house,2.3,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00574,LKS,Port Sample District,Rural,3,2,1,0,35792,31067,True,False,False,True,True,True,False,False,Traditional hut,1.57,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00575,CTR,Numerica Urban,Urban,6,0,6,0,71281,61016,True,True,True,True,True,True,True,True,Semi-detached,0.61,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00576,STH,Distribution District,Urban,2,1,1,0,47945,41286,False,True,True,False,False,True,False,False,Flat/Apartment,0.83,STH,Southern Province,Median City,3800000,"Industrial, urban",Small
DHHS2025-00577,WST,Confidence District,Rural,4,0,4,0,24577,21178,True,True,False,True,True,False,False,False,Detached house,2.5,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00578,CTR,Range District,Rural,6,0,5,1,54499,44851,True,True,False,True,False,True,False,False,Traditional hut,0.81,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00579,WST,Confidence District,Urban,1,0,1,0,23355,17017,True,False,False,True,False,True,False,False,Semi-detached,1.6,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Small
DHHS2025-00580,CTR,Numerica Urban,Urban,4,3,1,0,39117,34123,False,True,True,False,True,True,False,False,Single room,0.63,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00581,CTR,Numerica Urban,Urban,4,2,2,0,56830,57278,True,True,True,False,True,True,True,False,Detached house,0.62,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00582,EST,Kurtosis Bay,Rural,3,2,1,0,27171,22263,False,True,False,True,False,True,False,False,Traditional hut,1.96,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00583,WST,Standard District,Rural,4,3,1,0,47397,43116,True,False,False,True,False,True,False,False,Semi-detached,2.45,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00584,EST,Percentile District,Urban,7,2,5,0,41810,35231,False,False,True,True,True,True,True,True,Detached house,1.33,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00585,STH,Frequency Plains,Urban,3,1,2,0,64363,49256,True,True,True,True,True,True,False,False,Single room,0.75,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00586,LKS,Port Sample District,Urban,4,1,3,0,13863,12614,True,True,True,True,True,False,False,False,Detached house,1.08,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00587,STH,Median Urban,Rural,3,0,2,1,114742,113736,True,True,True,True,True,True,False,False,Detached house,1.27,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00588,WST,Deviation District,Urban,2,1,1,0,27835,22606,False,True,False,True,True,True,True,False,Flat/Apartment,1.77,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Small
DHHS2025-00589,CTR,Numerica Peri-Urban,Urban,6,1,5,0,39331,38352,True,True,False,True,False,True,True,False,Semi-detached,0.57,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00590,WST,Confidence District,Rural,7,2,4,1,37165,30534,True,False,True,True,False,False,False,False,Detached house,2.48,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00591,NTH,Polaris District,Urban,5,1,4,0,38267,26711,True,False,False,True,True,True,True,False,Semi-detached,1.58,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00592,CTR,Variance District,Urban,5,0,5,0,49019,39565,True,True,True,True,False,True,False,False,Detached house,0.6,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00593,CTR,Variance District,Rural,3,1,2,0,20110,16723,False,False,False,False,True,False,True,False,Traditional hut,0.87,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00594,STH,Median Urban,Rural,3,1,2,0,23094,22570,False,True,True,False,True,False,False,False,Semi-detached,1.19,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00595,CTR,Range District,Urban,5,0,5,0,71379,53750,True,True,True,True,True,True,True,False,Flat/Apartment,0.61,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00596,EST,Outlier Coastal,Urban,1,0,1,0,28850,23264,False,False,True,False,False,True,False,False,Informal,1.28,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Small
DHHS2025-00597,STH,Mode District,Urban,7,2,5,0,25591,25481,True,False,False,True,False,False,False,False,Semi-detached,0.77,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00598,LKS,Parameter District,Rural,2,1,1,0,41039,34706,True,True,True,True,True,True,False,False,Semi-detached,1.59,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Small
DHHS2025-00599,STH,Median Urban,Urban,3,2,1,0,101584,87898,True,True,True,True,True,True,True,False,Semi-detached,0.75,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00600,LKS,Port Sample District,Urban,7,4,3,0,75334,62577,True,True,True,True,True,True,True,False,Detached house,1.12,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00601,NTH,Regression Valley,Rural,6,1,5,0,51609,43297,False,True,True,True,False,True,False,False,Traditional hut,2.32,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00602,LKS,Estimate District,Urban,3,2,1,0,14233,11640,True,False,True,False,True,True,True,False,Semi-detached,0.97,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00603,LKS,Port Sample District,Rural,6,0,6,0,28138,21596,False,True,False,True,False,True,False,False,Traditional hut,1.39,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00604,CTR,Variance District,Urban,3,2,1,0,104876,83609,True,True,True,True,True,True,True,False,Flat/Apartment,0.55,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00605,CTR,Variance District,Urban,5,4,1,0,41800,35438,True,True,True,True,False,True,True,False,Detached house,0.63,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00606,STH,Distribution District,Urban,5,1,4,0,113823,98730,True,True,True,False,True,True,False,False,Semi-detached,0.75,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00607,EST,Percentile District,Rural,4,2,2,0,27174,22827,False,False,False,True,False,True,False,False,Detached house,1.88,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00608,WST,Error Margin,Rural,3,2,1,0,52530,46507,True,False,True,True,True,False,True,False,Traditional hut,2.52,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00609,LKS,Estimate District,Rural,7,1,6,0,15807,12779,False,True,False,False,True,True,False,False,Traditional hut,1.44,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00610,CTR,Numerica Urban,Urban,7,3,3,1,22569,19773,False,True,False,True,False,True,False,False,Informal,0.55,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00611,NTH,Regression Valley,Rural,5,4,1,0,17891,15253,False,True,True,False,True,True,False,False,Traditional hut,2.41,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00612,CTR,Range District,Urban,5,4,1,0,60204,43892,True,True,True,True,False,True,False,False,Single room,0.63,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00613,EST,Outlier Coastal,Urban,4,0,4,0,36402,30414,True,True,False,True,False,True,False,False,Semi-detached,1.31,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00614,CTR,Numerica Peri-Urban,Rural,5,2,1,2,73478,56401,True,False,True,True,True,True,False,False,Detached house,0.83,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00615,CTR,Numerica Urban,Urban,5,1,4,0,137699,116810,True,True,True,True,True,True,True,False,Single room,0.63,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00616,CTR,Variance District,Urban,3,1,2,0,55432,53991,True,True,False,True,True,True,False,False,Semi-detached,0.64,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00617,WST,Deviation District,Rural,5,1,4,0,103863,83350,True,True,True,True,True,True,True,False,Semi-detached,2.44,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00618,STH,Median Urban,Urban,3,1,2,0,15999,13628,True,True,False,True,True,False,False,False,Informal,0.85,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00619,NTH,Polaris District,Rural,6,0,6,0,16648,13758,False,False,True,True,False,True,True,False,Detached house,2.23,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00620,CTR,Variance District,Urban,5,1,4,0,67474,60520,True,True,True,True,True,True,False,True,Single room,0.59,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00621,EST,Percentile District,Urban,5,2,3,0,34754,29577,True,True,True,True,False,True,False,False,Single room,1.33,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00622,EST,Percentile District,Urban,4,3,1,0,65689,56776,True,True,True,True,True,True,True,False,Flat/Apartment,1.34,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00623,STH,Median Urban,Urban,8,2,6,0,56326,51625,True,True,True,True,True,True,False,False,Detached house,0.89,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00624,WST,Confidence District,Rural,5,0,5,0,23906,17732,False,True,False,True,False,True,False,False,Traditional hut,2.33,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00625,LKS,Parameter District,Urban,9,4,5,0,21301,20604,True,True,False,True,False,False,False,True,Flat/Apartment,1.12,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00626,CTR,Numerica Peri-Urban,Rural,6,3,3,0,126340,94370,True,True,True,True,True,True,True,False,Detached house,0.9,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00627,EST,Kurtosis Bay,Rural,5,1,4,0,35606,30768,False,True,True,True,True,True,False,False,Traditional hut,1.86,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00628,CTR,Range District,Urban,4,1,3,0,32390,28504,True,True,True,True,False,True,False,False,Detached house,0.62,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00629,STH,Distribution District,Urban,10,4,6,0,98023,79415,True,True,True,True,True,True,False,False,Informal,0.79,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00630,CTR,Variance District,Urban,5,3,2,0,56948,51160,True,True,True,True,False,False,False,False,Semi-detached,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00631,WST,Deviation District,Rural,6,1,5,0,9917,8981,False,False,False,False,True,True,True,False,Traditional hut,2.52,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00632,CTR,Numerica Urban,Urban,4,1,2,1,104547,93385,True,True,True,True,True,True,False,False,Single room,0.55,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00633,CTR,Numerica Peri-Urban,Urban,4,1,3,0,86254,69739,True,True,True,True,True,True,True,False,Flat/Apartment,0.62,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00634,CTR,Numerica Peri-Urban,Urban,8,1,7,0,26717,23081,True,True,False,True,True,True,True,False,Detached house,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00635,CTR,Numerica Peri-Urban,Rural,1,0,1,0,58846,42585,True,True,True,False,False,True,False,True,Traditional hut,0.88,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Small
DHHS2025-00636,STH,Mode District,Rural,7,0,6,1,19032,14794,False,True,True,False,False,True,False,False,Detached house,1.29,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00637,STH,Distribution District,Urban,3,1,2,0,40965,33124,True,True,True,True,True,False,True,False,Single room,0.88,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00638,STH,Mode District,Urban,3,2,1,0,69912,63144,True,True,False,True,True,False,True,False,Semi-detached,0.73,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00639,STH,Median Urban,Urban,5,2,3,0,22693,18076,True,True,False,True,False,True,False,False,Single room,0.82,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00640,EST,Skewness District,Urban,6,2,4,0,21110,15128,True,True,True,False,False,True,False,False,Informal,1.33,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00641,STH,Frequency Plains,Urban,10,0,10,0,86111,69409,True,True,True,False,True,True,True,False,Detached house,0.87,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00642,LKS,Parameter District,Urban,6,1,5,0,18385,13287,False,True,False,False,False,False,False,False,Single room,1.04,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00643,CTR,Numerica Peri-Urban,Urban,8,1,6,1,108528,86639,True,True,True,False,True,True,True,False,Flat/Apartment,0.57,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00644,LKS,Estimate District,Rural,4,1,3,0,17235,14654,False,False,True,False,False,True,False,False,Detached house,1.66,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00645,EST,Kurtosis Bay,Rural,3,2,1,0,27915,24415,False,False,False,True,False,True,False,False,Detached house,1.88,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00646,EST,Outlier Coastal,Rural,4,2,2,0,39480,29081,True,True,True,False,True,False,False,False,Detached house,1.98,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00647,NTH,Regression Valley,Urban,4,3,1,0,24623,20768,True,True,False,True,False,True,True,False,Detached house,1.58,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00648,WST,Deviation District,Rural,7,2,5,0,42949,39960,False,True,False,True,False,True,False,False,Traditional hut,2.61,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00649,NTH,Regression Valley,Rural,5,0,5,0,18781,13835,False,True,False,True,False,True,False,False,Semi-detached,2.01,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00650,EST,Kurtosis Bay,Rural,7,2,5,0,43435,30783,True,True,False,False,True,True,False,True,Semi-detached,1.86,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00651,STH,Frequency Plains,Urban,5,2,3,0,64912,53445,True,True,False,False,False,False,False,True,Single room,0.79,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00652,CTR,Numerica Peri-Urban,Rural,6,4,2,0,54689,45192,False,True,True,False,True,True,False,False,Detached house,0.94,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00653,CTR,Numerica Urban,Urban,4,3,1,0,97919,100034,True,True,True,False,True,True,True,False,Detached house,0.6,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00654,CTR,Numerica Peri-Urban,Urban,5,4,1,0,60164,47303,True,True,False,True,True,True,True,False,Detached house,0.57,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00655,STH,Median Urban,Urban,3,2,1,0,21261,17214,True,False,False,True,False,True,True,False,Semi-detached,0.79,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00656,STH,Frequency Plains,Rural,9,1,8,0,19662,18380,True,True,False,True,False,True,True,False,Traditional hut,1.18,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00657,LKS,Interval District,Rural,3,0,2,1,39359,38201,True,True,False,False,False,True,True,False,Detached house,1.61,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00658,STH,Mode District,Urban,3,2,1,0,14043,13178,False,True,True,True,False,True,True,False,Detached house,0.76,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
